title,url,author,time,content,sentiment_label
紀卜心、荳荳香港迪士尼買爆！ 炫耀黃偉晉：我們超幸福,https://tw.news.yahoo.com/%E7%B4%80%E5%8D%9C%E5%BF%83%E3%80%81%E8%8D%B3%E8%8D%B3%E9%A6%99%E6%B8%AF%E8%BF%AA%E5%A3%AB%E5%B0%BC%E8%B2%B7%E7%88%86%EF%BC%81-%E7%82%AB%E8%80%80%E9%BB%83%E5%81%89%E6%99%89%EF%BC%9A%E6%88%91%E5%80%91%E8%B6%85%E5%B9%B8%E7%A6%8F-080421012.html,Yahoo娛樂訊息,2025/08/26 16:04,香港迪士尼樂園迎來20週年慶，《娛樂百分百》的「現在就出發！」單元特派紀卜心、荳荳前往香港，感受香港迪士尼的歡樂氛圍，兩人更特地穿上同款色系的服裝，以閨密一起去旅行的概念啟程。嬌小的紀卜心還一眼就發現高挑的荳荳穿了平底鞋，直呼非常喜歡它的這項單品，坦承因為自己的鞋底很厚，這樣兩人站在一起就不會差太多。紀卜心(左)分享和荳荳(右)在城堡前拍出美照的訣竅（圖／八大電視）紀卜心和荳荳一進到香港迪士尼的餐廳、飯店就少女心噴發，看到唐老鴨、米奇、米妮等經典人物現身時，再也無法按捺雀躍的心情，忍不住想衝去合照。而餐廳裡的 20週年主題下午茶組，以經典角色做為造型的可愛指數爆表，讓荳荳一邊仔細觀察造型細節，一邊疼惜的說：「這誰捨得吃啊？」然而鹹食甜點皆有的獨特美味，還是讓紀卜心、荳荳的食慾大開，甚至完全擄獲雙姝的味蕾，兩人在品嚐之後，一致給予高分評價：「好拍又好吃！是實用型下午茶！」荳荳更說份量很足，可以吃很飽！荳荳(右)、紀卜心(左)開心和米妮合照（圖／八大電視）雖然是好姐妹出遊旅行，但紀卜心、荳荳也沒忘記好夥伴偉晉，從在機場辦理手續時，就忍不住調皮地對著鏡頭向偉晉炫耀；在香港迪士尼的餐廳用餐時，也是頻頻對不在場的偉晉隔空喊話：「我們超幸福！」就連購物時也不忘提及偉晉，讓沒有一起同行出遊的偉晉在整趟旅途中依舊存在感超強！此外，紀卜心也在夏季艷陽高照的樂園中，不藏私開起網美拍照的教學，透露要和城堡合照，得依據光線來決定站的位置，「有點由下往上，拍半身！」分享拍美照的訣竅。在香港迪士尼樂園的商店失心瘋大血拚的紀卜心和荳荳也大方準備禮物要給點閱節目的觀眾，詳情請見《娛樂百分百》YouTube頻道8/27(三)晚間九點上架的「現在就出發！」。Yahoo奇摩新聞娛樂記者 簡子喬／報導,中性
隨時可能眩暈甚至心跳停止？中醫治療「病竇症候群」有望免裝節律器,https://tw.news.yahoo.com/%E9%9A%A8%E6%99%82%E5%8F%AF%E8%83%BD%E7%9C%A9%E6%9A%88%E7%94%9A%E8%87%B3%E5%BF%83%E8%B7%B3%E5%81%9C%E6%AD%A2-%E4%B8%AD%E9%86%AB%E6%B2%BB%E7%99%82-%E7%97%85%E7%AB%87%E7%97%87%E5%80%99%E7%BE%A4-%E6%9C%89%E6%9C%9B%E5%85%8D%E8%A3%9D%E7%AF%80%E5%BE%8B%E5%99%A8-080000854.html,健康醫療網／記者黃奕寧報導,2025/08/26 16:00,【健康醫療網／記者黃奕寧報導】現年50歲葉先生，某天下班後跑步突然眩暈而昏倒，緊急送醫急診，診斷為心臟性暈厥，進一步檢查為病竇症候群，症狀有心搏過慢、每日有多次性心搏停止等問題，最長達2.85秒。經過治療後出院，每日規則服用抗心律不整藥物，雖然暈厥沒再發作，但仍常感到眩暈、心悸、吸不到氣。回診時醫院建議裝置人工節律器，但葉先生有所顧慮，於是到奇美醫院中醫部部長許堯欽門診求診。病竇症候群暗藏心跳停搏危機 恐致暈厥突發意外許堯欽醫師指出，病竇症候群是因為心臟的節律中樞「竇房結」功能退化，導致心跳過慢、停跳或快慢不均。好發於50歲以上族群，盛行率約0.2至0.3%。臨床症狀包括心悸、頭暈、疲倦、眩暈、突發暈厥、胸悶痛等警訊，由於初期僅有輕微不適，常被忽略，嚴重時甚至會出現心臟衰竭的症狀。病竇症候群的心電圖常見的表現為竇性心搏過緩、竇性停搏、竇房傳導阻滯，偶而會出現心律快慢交替的現象。心搏過慢時，腦、心、腎等重要臟器供血不足，輕者感覺周身乏力、頭昏眼花、失眠；嚴重者可引起黑矇、突發性暈厥，表現近似腦血管疾病症狀。心搏過速時，心率可瞬間飆到每分鐘100次以上，症狀類似心絞痛、心臟衰竭或自律神經失調。由於突發性的心臟停搏常導致昏厥，一旦在爬樓梯、騎車、開車等途中發生，可能導致嚴重意外甚至喪命。病竇症候群病人屬於氣血虧虛 中醫辨證論治有助改善在中醫臨床上，多數病竇症候群病人屬於氣血虧虛、心陽不振與腎陽虛弱的體質，少部分則屬於痰熱瘀阻導致的心脈不利，中醫辨證論治原則，透過補氣養心、溫腎助陽、清熱化痰逐瘀的治療方式，針對不同體質進行調理。葉先生經過許堯欽醫師診治，辨證為心腎陽虛、氣血不足，用補中益氣湯、八味地黃丸和生脈散加減，搭配藥膳並調整生活型態與運動量。治療二個月後，眩暈、心悸等臨床症狀未再發生，再次檢查心電圖也未出現心搏停止。經過心臟科醫師評估後，確定暫無需裝置人工節律器。目前，葉先生恢復正常生活與運動，後續追蹤已近一年，未再發作心臟不適。許堯欽醫師指出，病竇症候群除了西醫治療，中醫也是一條可考慮的輔助路線，並且也有不少成功改善案例，尤其適合對人工節律器有疑慮、生活受限，或是裝置後仍有不適的病人來說，透過辨證論治，針對病人的體質與症狀差異，採用中藥方劑、配合藥膳以及生活型態的調整，多管齊下改善症狀和生活品質。節律器並非免死金牌 調理體質搭配運動才能穩定病情碰到病竇症候群的病人，心臟科醫師多建議以裝置永久性的人工節律器來穩定控制心跳、防止暈厥，但節律器並非「一裝就一勞永逸」，節律器需每7至10年更換電池，日常生活上也需避免靠近高磁場、強電流或讓身體震動、通電的醫療器材，甚至手機也要與節律器保持距離。所以有病竇症候群的人除了接受治療，更要從生活中做起，最重要的是運動。許堯欽醫師表示，許多病竇症候群病人擔心運動可能引發心律不整。其實，只要採取緩和且漸進式的運動方式，避免過度激烈，像是快慢交替走路、太極拳、平甩功等，都能幫助維持身體機能和心臟健康。此外，若在日常生活中出現心悸、胸悶或輕微心律不整時，可試著用手指端按摩內關穴與勞宮穴兩個自我保健穴道，通常3到5分鐘內有機會緩解部分不適。【延伸閱讀】病竇症候群最怕突然昏厥！ 中醫調理得控制反覆心律不整、胸悶困擾半年 「這1治療心臟手術」讓他重拾健康資料來源：健康醫療網https://www.healthnews.com.tw/readnews.php?id=65998喜歡本文請按讚並分享給好友！更多健康資訊：健康醫療網https://www.healthnews.com.tw,中性
中國人不打中國人？媽媽訂4000元蒸螃蟹送錯家　鄰居收到吃光被拖行爆打,https://tw.news.yahoo.com/%E4%B8%AD%E5%9C%8B%E4%BA%BA%E4%B8%8D%E6%89%93%E4%B8%AD%E5%9C%8B%E4%BA%BA-%E5%AA%BD%E5%AA%BD%E8%A8%824000%E5%85%83%E8%92%B8%E8%9E%83%E8%9F%B9%E9%80%81%E9%8C%AF%E5%AE%B6-%E9%84%B0%E5%B1%85%E6%94%B6%E5%88%B0%E5%90%83%E5%85%89%E8%A2%AB%E6%8B%96%E8%A1%8C%E7%88%86%E6%89%93-075800888.html,吳妍,2025/08/26 15:58,老婦訂4千泰銖蒸螃蟹，外送送錯地址導致鄰人吃下，引發兩家鬥毆。示意圖（pexels提供）泰國發生暴力事件，1名中國出生的柬埔寨華裔男子馬圖（Mar Tu，34歲）因收到送錯的蒸螃蟹，並將美食吃完，而遭到中國籍鄰居及其泰籍員工毆打。事件起因是1名年約60至70歲的中國老婦透過外送平台訂購價值4千泰銖的蒸螃蟹，但餐點被誤送到馬圖家。綜合泰媒報導，泰籍員工瓦猜（Wanchai，45歲）週一自首並承認參與襲擊，他聲稱，當雇主媽媽聯絡餐廳確認訂單時，才發現餐點已送錯地址。鄰居馬圖被控詢問時態度無禮，回應「我全吃了，有什麼問題？」進而發生爭執，老婦隨後告訴兒子，兒子與其他中國鄰居於是前往馬圖家理論，最終導致衝突升級。上週五（22日）晚上約7點半，事件迅速升級為暴力衝突。監控畫面顯示，一群中國男子在馬圖家車庫內對他及試圖保護他的泰籍園丁拳打腳踢，其中1名施暴者甚至將馬圖拖到村內道路上繼續毆打。吃掉螃蟹的鄰居被痛毆，眼睛、身上多處受傷。（翻攝自ข่าวชัดประเด็นจริง臉書）馬圖隨後向警局報案，並公開監控影片以求司法公正。他表示，因施暴者就住在同一豪華村落的鄰近房屋，他擔心對方可能再次上門。警局表示，目前正積極辨認所有涉案中國及泰國嫌疑人，並將傳喚他們接受訊問與法律處置。不過到目前為止，只有瓦猜自首，其餘中國籍嫌疑人仍在逃。更多鏡週刊報導史書華烏龍爆料挨告妨害名譽 上訴遭駁回！判決定讞了玉山「母子熊散步」罕見畫面曝光！ 瓦拉米步道遭山友直擊賴清德遭抹黑「爆粗口」 資安專家揭複雜操作鏈！中共官媒涉入造謠,中性
泰國學生簽證濫用！外國人假求學真打工萬人簽證遭撤銷,https://tw.news.yahoo.com/%E6%B3%B0%E5%9C%8B%E5%AD%B8%E7%94%9F%E7%B0%BD%E8%AD%89%E6%BF%AB%E7%94%A8-%E5%A4%96%E5%9C%8B%E4%BA%BA%E5%81%87%E6%B1%82%E5%AD%B8%E7%9C%9F%E6%89%93%E5%B7%A5%E8%90%AC%E4%BA%BA%E7%B0%BD%E8%AD%89%E9%81%AD%E6%92%A4%E9%8A%B7-075622341.html,Vision Thai 看見泰國,2025/08/26 15:56,【看見泰國 Vision Thai】泰國學生簽證遭濫用，外國人假求學真打工官方出手整頓，撤銷近1萬名外國人學生簽證。調查發現，清邁1.3萬名外國學生中約半數涉嫌濫用簽證，這些人假求學真打工，部分甚至參與詐騙、非法賭博等犯罪活動。背後更有龐大地下產業鏈，外國人花3萬至5萬泰銖就能買到學生簽證，語言學校和基金會販賣簽證已成公開秘密。高等教育科學研究與創新部部長蘇達旺·旺蘇帕基庫索(Sudawan Wangsuphakijkosol)表示，將擴大查核力道，防範外國人利用學生簽證非法居留和工作。學生簽證濫用為人詬病，警方和商業部在曼谷、清邁、普吉島等地已逮捕多名持假學生簽證的外國人，透過語言學校和基金會取得學生簽證。第5警區司令官克里斯塔潘·易薩科恩(Pol Lt Gen Kristhaphol Yeesakorn)指出，被逮捕的中國非法入境者雖持有學生簽證，卻根本不知道簽證上學校的位置。泰國公視(Thai PBS)4月報導，在清萊等北部邊境省份，外國人支付3萬至5萬泰銖就能買到學生簽證。語言學校和基金會販賣簽證已是公開秘密，今年4月還有北部私立大學被指控收錢發簽證。關鍵問題是政府監管失職。出入境警察和內政部長期對這種明目張膽的違法行為視而不見。如沒有官員配合，如此大規模的簽證販賣根本不可能進行。濫用學生簽證讓灰產勢力日益擴大，政府誓言徹底改革，除了撤銷問題簽證，並將懲處相關機構，建立完善的數位追蹤系統。核稿：陳韋如封面僅為示意圖更多VISION THAI看見泰國報導泰國嚴查假學生真打工！打擊外籍人士濫用留學簽證泰國LH Bank為在泰台灣人與外籍人士推出跨國匯款手續費減免優惠活動,中性
陳玉珍籲修法立法院長兼黨魁 遭民進黨痛批「惡例」,https://tw.news.yahoo.com/%E9%99%B3%E7%8E%89%E7%8F%8D%E7%B1%B2%E4%BF%AE%E6%B3%95%E7%AB%8B%E6%B3%95%E9%99%A2%E9%95%B7%E5%85%BC%E9%BB%A8%E9%AD%81-%E9%81%AD%E6%B0%91%E9%80%B2%E9%BB%A8%E7%97%9B%E6%89%B9-%E6%83%A1%E4%BE%8B-075303956.html,記者羅文吟,2025/08/26 15:53,民進黨發言人戴瑋姍（取自戴瑋姍臉書粉專）國民黨主席改選議題延燒，國民黨立委陳玉珍拋出修法主張，建議讓立法院長韓國瑜可兼任黨主席，引發外界討論，依《立法院組織法》第3條，院長、副院長不得擔任政黨職務，必須秉持中立原則行使職權。對此，民進黨發言人戴瑋姍今（26）日批此舉是「因人設事」的惡例，踐踏民主國會「議長需保持中立」的承諾，更斥國民黨一再為了自身利益修法，把法律當兒戲、將國會當私產，台灣人民絕不接受。,中性
軍人加薪59.5億引戰　王定宇：違法違憲調薪只會傷害國安,https://tw.news.yahoo.com/%E8%BB%8D%E4%BA%BA%E5%8A%A0%E8%96%AA59-5%E5%84%84%E5%BC%95%E6%88%B0-%E7%8E%8B%E5%AE%9A%E5%AE%87-%E9%81%95%E6%B3%95%E9%81%95%E6%86%B2%E8%AA%BF%E8%96%AA%E5%8F%AA%E6%9C%83%E5%82%B7%E5%AE%B3%E5%9C%8B%E5%AE%89-074954072.html,曾薏蘋,2025/08/26 15:49,軍人加薪 王定宇：利用薪資報酬分化三軍統帥和軍人間的情感 只會傷害國安。曾薏蘋截圖美國在台協會AIT昨天25日晚間，罕見貼出處長谷立言上周拜會部長顧立雄的照片，隨後也公布25日與5與5名國民黨立委見面的照片，觸及國防預算。被問到AIT兩張照片主動釋出的解讀，民進黨國防委員會立委王定宇今接受民進黨直播節目接受主持人韓瑩專訪時提到軍人加薪一事表示，利用薪資報酬分化三軍統帥和軍人之間的情感，只會傷害國安。王定宇今天在民進黨直播節目「瑩在國際 美台防衛合作！AIT 見藍委 不擋國防預算了？國軍加薪59.5億」等議題，針對這個軍人的加薪時指出，他贊成給軍人調高待遇。但是要用合法、合憲的方式調高軍人的待遇，你用違法、違憲的方式，只是把軍人的薪資報酬拿來當作政黨的鬥爭的籌碼他說，小英政府期間，他就是國防委員，從蔡英文前總統到賴清德總統，幾乎年年都調高加給，國軍的薪資是ㄧ個很複雜、很專業的課題，以為把它通通齊頭式的加薪就是加薪，其實不對。「我敢自豪的說，從蔡英文政府到賴清德政府，民進黨執政是幫國軍加薪最多次」，從生活環境、個人裝備、國軍裝備也是最實質提升的，民進黨加給薪資至少六次，馬英九執政8年也只不過加一次，且金額不多。他強調，不要去說民進黨都捨不得給國軍加薪，分化執政的三軍統帥跟部隊之間，那只有傷害國家安全，何況那不是事實，民進黨是要合法合憲的問題處理，不管是憲法第70條，或各項釋憲案、預算法都有規定，就是立法部門，不能片面增加預算支出的決議，必須跟行政部門磋商，所以是不是朝野政黨、立法院跟行政院、國防部坐下來談出ㄧ個彼此可以接受的方案，這個時候提出來，通過的加薪才是真的加薪。他表示，如果民進黨立法院過半，那國民黨當總統，難道民進黨就隨便提ㄧ個案，公務員每個人都加1萬，老師每人加2萬，反正不用負責任，這是不對的。他認為，要幫國軍設想，不可能只加薪水不給裝備對，美國有一句話，「我對你安全的重視，不會超過你自己對自己的重視」；就是自己重視自己到多少程度，外人重視不會比你更多。他說，所謂史上最高預算根本就是ㄧ個話術，台灣的GDP每年都成長，每年的預算都是史上最高，各地方縣市政府的預算也都是史上最高，那為什麼中央給地方政府少一點補補助蔣萬安就不會執政了，盧秀燕就不會執政了呢？這是一樣的道理嘛。台灣的國家發展到現在，這個規模面對中國的威脅樣態也升高，每個階段、每個階段的需求是不一樣的，用這個數字說史上最高，所以砍掉那些沒有影響，傳遞給國際錯誤訊息，對台灣是一項傷害。,中性
雲林議會提案普發現金1萬 張麗善回「若沒失智」惹議,https://tw.news.yahoo.com/%E9%9B%B2%E6%9E%97%E8%AD%B0%E6%9C%83%E6%8F%90%E6%A1%88%E6%99%AE%E7%99%BC%E7%8F%BE%E9%87%911%E8%90%AC-%E5%BC%B5%E9%BA%97%E5%96%84%E5%9B%9E-%E8%8B%A5%E6%B2%92%E5%A4%B1%E6%99%BA-%E6%83%B9%E8%AD%B0-074950014.html,周麗蘭,2025/08/26 15:49,雲林縣長張麗善26日回應民進黨議員提案普發現金1萬元，她脫口而出「如果你們沒失智的話」。（雲林縣議會提供）民進黨籍議員張維崢（左三）強調，自己「記憶猶新」，沒有失智。（雲林縣議會提供）雲林縣民進黨籍議員26日在縣議會提案，主張比照中央「還稅於民」精神，將過去4年中央退稅補助的50.38億元普發現金給縣民，每人1萬元，至少今年應退1000元。縣長張麗善回應表示，「如果你們沒有失智的話」每一年的退稅補助預算早已審議通過、執行完畢，50.38億元不存在。此話一出，引發議員不滿，張麗善改口說她意思是「失憶」。議員蔡孟真、張維崢指出，財政部自2021年至2024年間因稅收超徵，已退稅分配予雲林縣政府共計50.38億元，加上地方稅超徵、民眾罰款超收、縣有公產增值，均屬於縣民繳納的公共財源，縣府應比照中央研議普發現金1萬元，讓縣民共享財政盈餘成果。張麗善答詢時表示，對於超徵稅收分配額度，她也感到不平，六都分得61.74％、16縣市僅24％、全國鄉鎮公所8％、行政院還保留6％。至於雲林縣分得的50.38億元，到目前為止，「如果你們沒有失智的話，透過你們已經全部審議完了，也執行完畢」50.38億元不存在。她並補充，上任時縣庫負債227億元，目前已償還100億元。民進黨議員對張麗善「失智」一詞不滿，蔡孟真回嗆「妳也不要失智」，強調至少應發放1000元給縣民，「阿莎力一點」。張維崢強調，自己「記憶猶新」，沒有失智，且他很支持縣府預算，即使編列有疊床架屋之嫌，也都給予支持，例如由民政處編列預算補助里長600元。張麗善隨後改口表示，如果失智不好聽她道歉，她意思是「失憶」。她指出，若議員不同意鄰長補助600元預算，也可以刪除。議長黃凱最後裁示，請縣府應認真研議辦理，但普發現金必須「師出有名」，具急迫性、正當性並有配套措施，相信縣府會有智慧處理。,中性
日本呼籲各國抵制九三閱兵 北京提嚴正交涉,https://tw.news.yahoo.com/%E6%97%A5%E6%9C%AC%E5%91%BC%E7%B1%B2%E5%90%84%E5%9C%8B%E6%8A%B5%E5%88%B6%E4%B9%9D%E4%B8%89%E9%96%B1%E5%85%B5-%E5%8C%97%E4%BA%AC%E6%8F%90%E5%9A%B4%E6%AD%A3%E4%BA%A4%E6%B6%89-074825227.html,黃凡甄,2025/08/26 15:48,中國即將在9月3日舉行抗戰勝利80週年活動及閱兵儀式，中國外交部今天(26日)表示，針對日本呼籲各國不要參加北京閱兵活動，中方已向日方提出嚴正交涉。中國外交部發言人郭嘉昆今天在例行記者會上表示，中方已要求日方對此作出說明，並強調日本應該「徹底與軍國主義劃清界線」。據日媒共同社24日報導，日本政府透過外交管道向各國表明，九三閱兵「反日色彩濃重」，呼籲各國領導人應謹慎考慮出席，避免「中國主導的歷史認識在國際社會擴大傳播」。港媒南華早報日前報導，目前已確定俄羅斯總統蒲亭(Vladimir Putin)、斯洛伐克總理費佐(Robert Fico)、塞爾維亞總統武契奇(Aleksandar Vucic)會出席九三閱兵。(編輯：宋皖媛),中性
《盜墓筆記》現實版！中國男看小說學盜墓　竟成功盜走20件國寶遭逮,https://tw.news.yahoo.com/%E7%9B%9C%E5%A2%93%E7%AD%86%E8%A8%98-%E7%8F%BE%E5%AF%A6%E7%89%88-%E4%B8%AD%E5%9C%8B%E7%94%B7%E7%9C%8B%E5%B0%8F%E8%AA%AA%E5%AD%B8%E7%9B%9C%E5%A2%93-%E7%AB%9F%E6%88%90%E5%8A%9F%E7%9B%9C%E8%B5%B020%E4%BB%B6%E5%9C%8B%E5%AF%B6%E9%81%AD%E9%80%AE-074800543.html,游明哲,2025/08/26 15:48,中國男看小說學盜墓，竟成功盜走20件國寶。（翻攝自微博）《盜墓筆記》真人版！中國近期公布一起重大盜墓案件，湖北有2名盜墓者被逮捕，沒想到主謀坦言他是因為被盜墓小說深深吸引，所以才動了親身體驗、實踐的念頭。綜合中媒報導，位於湖北省的「郭家廟墓群」，是湖北省的重點文物保護單位，但在2023年，該墓群被盜墓賊潛入，還盜走了20件珍貴的青銅器，就在2025年3月，主嫌余男落網，該起事件才被解開。襄陽市博物館展覽部主任楊一介的介紹，「簋」是判斷墓主爵位的依據之一，而被盜的文物中有4件「簋」，所以初步推斷這個墓是「士大夫一級」的貴族墓葬。據了解，被盜墓穴還沒有完全發掘，墓主人及相關文物還需要進一步的確認。從中國警方公布的資料可以了解，盜墓賊是在銷贓時被警方破獲，被查獲的文物等級相當高，就連辦案人員都非常震驚，經過專家鑑定，這批文物共20件，其中9件是國家一級文物、1件是2級文物、9件是3級文物、1件是普通文物。「郭家廟墓群」在當地相當著名，主要是20多年前因為修建高速公路，工作人員發現了這裡，2014年經過國家文物局的批准，湖北省文物考古研究所等單位聯合對這裡進行在次挖掘。據了解，中國的盜墓賊一直打著盜掘古墓的主意，這次是因為抓捕的前幾天，警方接獲舉報，有一名李男稱手裡有「剛出土的文物」，並在尋找「有實力的賣家」，為了查明真偽，警方用「實力買家老黎」來接近賣家。襄陽市公安局刑偵支隊三大隊副隊長楊磊指出，警方找了豪車並住好的旅館藉此偽裝身份，讓賣家（李男）相信他們可以買下文物。李男也相當謹慎，用手繪的方式來畫青銅器皿的輪廓。警方偽裝的「老黎」當時稱，真正的買家是上海的「金總」，而且錢不是問題，但貨必須是真的，所以要驗才知道，之後雙方約定見面的時間、地點，還邀請文物鑑定的行家一同前往，除了用專業術語獲取嫌疑人信任，也當場確認文物的真偽。在確定是貨真價實的文物後，雙方隨即商定，第二天進行交易，一手付錢，一手交貨。雙方約定以400萬元的價格，交易這20件文物，交易地點初步定在棗陽市的一處廢棄糧站。襄陽警方連夜調了數10名警力進行多點位佈控，並在2處高速路口同步設置攔截點，部署抓捕行動，最後成功逮捕當場抓獲李男在內的2人，但是主謀和另一名盜墓者還是逃跑成功。經過1年多的時間，主謀余男、盜墓者陳男也相繼被逮捕。余男說，自己因為看盜墓類小說，沉迷得無法自拔，所以最後動了親身體驗、實踐的念頭，並把目標鎖定「郭家廟墓群」，他把想法告訴陳男後，2人更是一拍即合。余男說，經過觀察、縮小目標後，圈定一處疑似墓穴的位置。他試探性地打下第一鏟，3人花了4、5個小時，在地下挖出一個兩公尺深的盜洞。2024年，襄陽市樊城區人民法院對這起案件中先到案人員依法作出判決：被告陳男等2人犯盜掘古墓葬罪分別被判處10年3個月至10年不等有期徒刑，2名被告還被判連帶賠償搶救性考古發掘費用7萬多元。李男犯掩飾隱瞞犯罪所得罪，被判處有期徒刑3年6個月，併罰金。2025年7月，余男因盜掘古墓葬罪被檢察機關提起公訴。中國近期有許多關於盜墓題材的小說，其中較廣為人知的是由中國作家南派三叔所寫的《盜墓筆記》，該小說主要是敘述主角吳邪與張起靈等人進入古墓的冒險故事，之後還有翻拍成電影、網路劇、電視劇等。更多鏡週刊報導2日男西門町舉五星旗舔共 矢板明夫酸：跟「某台灣肌肉男」一樣為賺錢不擇手段新竹前市犬棕棕到新家展開新生活！ 飼主準備「歡迎大餐」迎接傻眼！美國機上驚見乘客「躲廁所吸大麻」 整個航班因「安全考量」被取消,中性
「別把自己弄丟了」曾陪伴孩子8年課業　32歲「貝貝老師」流浪中病故！最後日記惹鼻酸,https://tw.news.yahoo.com/%E5%88%A5%E6%8A%8A%E8%87%AA%E5%B7%B1%E5%BC%84%E4%B8%9F%E4%BA%86-%E6%9B%BE%E9%99%AA%E4%BC%B4%E5%AD%A9%E5%AD%908%E5%B9%B4%E8%AA%B2%E6%A5%AD-32%E6%AD%B2-%E8%B2%9D%E8%B2%9D%E8%80%81%E5%B8%AB-%E6%B5%81%E6%B5%AA%E4%B8%AD%E7%97%85%E6%95%85-074600978.html,彭薇,2025/08/26 15:46,"補教界「貝貝老師」熱心教學、無償分享170堂課，最後卻孤身病逝醫院旁，部落格最後的文字令人鼻酸。（翻攝自當事人臉書）部落格沉寂6年再度動筆，最後願望竟成遺言。新竹32歲貝姓男子，過去曾在補習班擔任課輔老師多年，因熱心教學、免費分享教材，被學生稱作「貝貝老師」。近年他疑似因健康與生活因素影響，獨自在台中流浪，最終於前天（24日）晚間被發現倒臥在台中醫院旁停車格內，經檢方相驗，死因為急性腎衰竭併發心肺衰竭，確定屬於病故。前天晚間7時38分，有民眾在台中醫院急診室外的機車停車格發現一名男子倒臥，立即通報警方與救護人員。到場人員確認男子已無生命跡象，隨後確認身分為32歲貝男。據了解，貝男於23日因路倒送醫，但入院後疑似不適應環境，自行離院，隔天上午起便未再出現，直到晚間才被發現陳屍於醫院附近。貝男原本戶籍在新竹，過去在補習班任教超過8年，主要負責課後輔導，深受學生喜愛，被暱稱為「貝貝老師」。貝男也曾無償在資源平台上傳多達170堂課程，內容涵蓋國語、英語等科目，累積下載超過5,900次，讓許多學生及教育工作者受惠。「不要害怕自己被遺棄，因為在被遺棄之後，或許會有一個真的愛你的人會出現，並且不顧一切的愛你、接住你，直到你慢慢成長到足夠有能力，能換你成為能接住人的人。」社群留下文字，6年未更新部落格再度動筆！雖然近年鮮少更新社群，貝男仍有使用臉書與部落格的習慣。今年6月，他突然更新已停擺6年的部落格，以日記形式發表〈寫給小時候的自己〉。文章中也寫道，希望自己有一天能成為「能接住別人的人」，並提醒自己「在那之前，不要把自己弄丟了」「告訴自己，你還是那個你，只有你自己最知道，只是之前不小心忘了。」警方與檢方相驗後，確認死因為急性腎衰竭引發心肺衰竭，屬病故。家屬已到場並對死因無異議。更多鏡週刊報導太震撼！海洋館驚傳「員工替虎鯨排解性衝動」 動保團體怒轟：道德標準新低點比睡不夠更可怕！1睡法恐增78%死亡風險 醫揭「最健康睡眠公式」行動電源過熱「他竟塞冰箱降溫」 下秒白煙狂竄險燒房！專家揭正確急救法",中性
轟內閣改組「換湯不換藥」藍委呼籲賴政府：若未大破大立全民皆輸,https://tw.news.yahoo.com/%E8%BD%9F%E5%85%A7%E9%96%A3%E6%94%B9%E7%B5%84-%E6%8F%9B%E6%B9%AF%E4%B8%8D%E6%8F%9B%E8%97%A5-%E8%97%8D%E5%A7%94%E5%91%BC%E7%B1%B2%E8%B3%B4%E6%94%BF%E5%BA%9C-%E8%8B%A5%E6%9C%AA%E5%A4%A7%E7%A0%B4%E5%A4%A7%E7%AB%8B%E5%85%A8%E6%B0%91%E7%9A%86%E8%BC%B8-074359379.html,林兪彤,2025/08/26 15:43,全台大罷免最終以32:0完封，綠營內閣展開改組、外界檢討聲浪不斷。對此，挺過大罷免的國民黨立委賴士葆也指出，「政壇喜愛猜猜樂」，現在行的猜猜樂是內閣改組誰會下台、誰會上台、誰被請辭等，以為互換位置就可以回應最新的民意，其實只是換湯不換藥。賴士葆也認為，這一年多的重大政策，就是抗中保台以及非核家園，「完全忽略6成主流民眾的意見」，若政府沒有大破大立改革，全民都是輸家。賴士葆今日於臉書發文表示，政壇喜愛猜猜樂，大罷免的過程中每天談話性節目，或是新聞媒體訪問政界人士，就是讓來賓猜會罷掉幾席，「強行形塑藍委會被罷免的必然與必需，隱匿、模糊了應該檢討大罷免的正當性與合理性。」賴士葆續指，現在正在進行的猜猜樂是內閣改組誰會下台、誰會上台、誰被請辭、內閣會小改組或是大改組，「好像大風吹幾個閣員下台或是互換位子就可以回應最新的民意，同時解決沸騰的民怨」。但殊不知，一個站在人民對立面的政府，面對國事不自省、不悔過，民調只會繼續往下掉，換幾個閣員絕對無法解決問題，根本換湯不換藥。賴士葆也說，自己在罷免過程中接收到最多基層的民意，都是表達最想要罷免的對象是總統賴清德，但是因為罷免總統的門檻高，雙少數當選的賴清德，其實原本應該更加努力使自己成為全民總統，而不是同溫層的綠營總統。最後，賴士葆強調，然而這一年多的重大政策，就是抗中保台以及非核家園，「這樣是完全忽略6成主流民眾的意見」，要弭平民怨，沒有大破大立大改革，政府繼續沉淪，全民都是輸家。,負向
